,Unnamed: 0,age,age_onset,birthplace,filename,native_language,sex,speakerid,country,file_missing?,Unnamed: 9,Unnamed: 10,Unnamed: 11,wer,wil,new_wer,new_wil,wer_improved,wil_improved
173,173,44,7,"tehran, iran",armenian2,armenian,female,435,iran,FALSE,,,,0.057971014,0.099531117,0.246376812,0.363903986,FALSE,FALSE
174,174,54,12,"yerevan, armenia",armenian3,armenian,female,849,armenia,FALSE,,,,0.101449275,0.180733163,0.376811594,0.503757381,FALSE,FALSE
175,175,27,12,"tbilisi, republic of georgia",armenian4,armenian,female,947,republic of georgia,FALSE,,,,0.101449275,0.1685053,0.115942029,0.1951114,FALSE,FALSE
176,176,21,15,"yerevan, armenia",armenian5,armenian,female,997,armenia,FALSE,,,,0.043478261,0.057754705,0.304347826,0.447665056,FALSE,FALSE
177,177,23,11,"armavir, russia",armenian6,armenian,male,1228,russia,FALSE,,,,0.260869565,0.4099979,0.608695652,0.807905138,FALSE,FALSE
178,178,31,10,"tehran, iran",armenian7,armenian,male,1505,iran,FALSE,,,,0.086956522,0.151966874,0.275362319,0.332620575,FALSE,FALSE
179,179,50,35,"yerevan, armenia",armenian8,armenian,female,1710,armenia,FALSE,,,,0.246376812,0.378516624,0.333333333,0.499773551,FALSE,FALSE
180,180,42,1,"accra, ghana",ashanti1,ashanti,female,1977,ghana,FALSE,,,,0.144927536,0.23561704,0.289855072,0.447665056,FALSE,FALSE
181,181,24,14,"naxcivan, azerbaijan",azerbaijani1,azerbaijani,male,25,azerbaijan,FALSE,,,,0.043478261,0.085066163,0.115942029,0.1951114,FALSE,FALSE
182,182,42,40,"baku, azerbaijan",azerbaijani2,azerbaijani,female,434,azerbaijan,FALSE,,,,0.31884058,0.443935927,0.753623188,0.880331263,FALSE,FALSE
183,183,31,16,"baku, azerbaijan",azerbaijani3,azerbaijani,male,1791,azerbaijan,FALSE,,,,0.115942029,0.182916118,0.304347826,0.452601568,FALSE,FALSE
184,184,40,30,"douala, cameroon",bafang1,bafang,male,26,cameroon,FALSE,,,,0.260869565,0.428853755,0.449275362,0.554733272,FALSE,FALSE
185,185,38,6,"douala, cameroon",bafang2,bafang,male,992,cameroon,FALSE,,,,0.304347826,0.452601568,0.565217391,0.703557312,FALSE,FALSE
186,186,31,29,"conakry, guinea",baga1,baga,male,27,guinea,FALSE,,,,0.173913043,0.286561265,0.449275362,0.554733272,FALSE,FALSE
187,187,43,40,"jianchuan, yunnan, china",bai1,bai,female,28,china,FALSE,,,,0.420289855,0.578756674,0.942028986,0.975845411,FALSE,FALSE
188,188,15.5,12,"bamako, mali",bambara1,bambara,female,29,mali,FALSE,,,,0.130434783,0.209486166,0.362318841,0.498964803,FALSE,FALSE
189,189,26,18,"bamako, mali",bambara2,bambara,female,30,mali,FALSE,,,,0.115942029,0.206947997,0.173913043,0.307544757,FALSE,FALSE
190,190,22,12,"bamako, mali",bambara3,bambara,male,413,mali,FALSE,,,,0.31884058,0.482401656,0.52173913,0.716040285,FALSE,FALSE
191,191,26,14,"goudiri, senegal",bambara4,bambara,male,787,senegal,FALSE,,,,0.376811594,0.58129529,3.202898551,1,FALSE,FALSE
192,192,23,21,"segou, mali",bambara5,bambara,female,969,mali,FALSE,,,,0.884057971,0.59754738,4.130434783,0.909698997,FALSE,FALSE
193,193,31,15,"foumban, cameroon",bamun1,bamun,female,31,cameroon,FALSE,,,,0.15942029,0.258098892,0.289855072,0.438756428,FALSE,FALSE
194,194,34,6,"khartoum, sudan",bari1,bari,male,1029,sudan,FALSE,,,,0.188405797,0.27124951,0.246376812,0.396273292,FALSE,FALSE
195,195,36,7,"khartoum, sudan",bari2,bari,male,1030,sudan,FALSE,,,,0.130434783,0.215350071,0.463768116,0.564009662,FALSE,FALSE
196,196,69,34,"vizcaya, spain",basque1,basque,female,32,spain,FALSE,,,,0.333333333,0.37716944,0.797101449,0.844720497,FALSE,FALSE
197,197,50,19,"guernica, spain",basque2,basque,male,33,spain,FALSE,,,,0.101449275,0.1685053,0.289855072,0.400049975,FALSE,FALSE
198,198,54,10,"erding, bavaria, germany",bavarian1,bavarian,female,687,germany,FALSE,,,,0.246376812,0.392385897,0.637681159,0.843828086,FALSE,FALSE
199,199,52,10,"berchtesgaden, germany",bavarian2,bavarian,female,1045,germany,FALSE,,,,0.014492754,0.028775467,0.115942029,0.157382246,FALSE,FALSE
200,200,25,11,"chamiancy, vilejka, belarus",belarusan1,belarusan,male,417,belarus,FALSE,,,,0.057971014,0.11258139,0.304347826,0.47277119,FALSE,FALSE
201,201,43,12,"minsk, belarus",belarusan2,belarusan,female,650,belarus,FALSE,,,,0.275362319,0.428853755,0.434782609,0.638631504,FALSE,FALSE
202,202,18,6,"gomel, belarus",belarusan3,belarusan,male,2166,belarus,FALSE,,,,0.072463768,0.127024723,0.188405797,0.297209604,FALSE,FALSE
203,203,23,16,"dhaka, bangladesh",bengali1,bengali,male,34,bangladesh,FALSE,,,,0.15942029,0.279296066,0.289855072,0.433876812,FALSE,FALSE
204,204,18,3,"dhaka, bangladesh",bengali10,bengali,female,1009,bangladesh,FALSE,,,,0.043478261,0.071611253,0.173913043,0.286561265,FALSE,FALSE
205,205,34,3.5,"durgapur, west bengal, india",bengali11,bengali,male,1018,india,FALSE,,,,0.014492754,0.028775467,0.086956522,0.128458498,FALSE,FALSE
206,206,25,4,"sylhet, bangladesh",bengali12,bengali,female,1682,bangladesh,FALSE,,,,0.130434783,0.215350071,4.826086957,0.890515882,FALSE,FALSE
207,207,33,10,"dhaka, bangladesh",bengali13,bengali,female,1825,bangladesh,FALSE,,,,0.057971014,0.083690549,0.15942029,0.22128488,FALSE,FALSE
208,208,26,4,"kolkata, india",bengali14,bengali,male,1973,india,FALSE,,,,0.173913043,0.268851082,0.304347826,0.443478261,FALSE,FALSE
209,209,46,8,"dhaka, bangladesh",bengali15,bengali,female,2004,bangladesh,FALSE,,,,0.072463768,0.113995241,0.52173913,0.605434783,FALSE,FALSE
210,210,24,6,"dhaka, bangladesh",bengali16,bengali,female,2073,bangladesh,FALSE,,,,0.057971014,0.070600414,4.579710145,0.888770096,FALSE,FALSE
211,211,19,6,"sylhet, bangladesh",bengali17,bengali,female,2139,bangladesh,FALSE,,,,0,0,0.231884058,0.359683794,FALSE,FALSE
212,212,25,2,"lusaka, zambia",bengali2,bengali,female,35,zambia,FALSE,,,,0.057971014,0.099531117,0.202898551,0.325529543,FALSE,FALSE
213,213,19,5,"dhaka, bangladesh",bengali3,bengali,female,36,bangladesh,FALSE,,,,0.043478261,0.085066163,0.086956522,0.154092072,FALSE,FALSE
214,214,24,6,"chittagong, bangladesh",bengali4,bengali,male,37,bangladesh,FALSE,,,,0.217391304,0.350724638,0.420289855,0.625195095,FALSE,FALSE
215,215,40,5,"dhaka, bangladesh",bengali5,bengali,female,622,bangladesh,FALSE,,,,0.057971014,0.099531117,0.202898551,0.244127936,FALSE,FALSE
216,216,29,4,"jamshedpur, jharkhand, india",bengali6,bengali,male,624,india,FALSE,,,,0,0,0.115942029,0.1951114,FALSE,FALSE
217,217,49,6,"mymensingh, bangladesh",bengali7,bengali,male,710,bangladesh,FALSE,,,,0.043478261,0.085066163,0.376811594,0.480407944,FALSE,FALSE
218,218,54,5,"noakhali, bangladesh",bengali8,bengali,male,709,bangladesh,FALSE,,,,0.275362319,0.421083979,0.362318841,0.541440217,FALSE,FALSE
219,219,61,12,"kolkata, india",bengali9,bengali,female,987,india,FALSE,,,,0.52173913,0.561594203,0.304347826,0.443478261,TRUE,TRUE
220,220,39,37,"doboj, bosnia and herzegovina",bosnian1,bosnian,male,38,bosnia and herzegovina,FALSE,,,,0.347826087,0.52217175,0.376811594,0.540033262,FALSE,FALSE
221,221,21,10,"sarajevo, bosnia and herzegovina",bosnian2,bosnian,male,39,bosnia and herzegovina,FALSE,,,,0.869565217,0.981657609,0.333333333,0.542288557,TRUE,TRUE
222,222,25,12,"sarajevo, bosnia and herzegovina",bosnian3,bosnian,female,808,bosnia and herzegovina,FALSE,,,,0.101449275,0.17826087,0.202898551,0.345662989,FALSE,FALSE
223,223,20,11,"travnik, bosnia and herzegovina",bosnian4,bosnian,male,943,bosnia and herzegovina,FALSE,,,,0,0,0.15942029,0.272333982,FALSE,FALSE
224,224,25,6,"travnik, bosnia and herzegovina",bosnian5,bosnian,female,944,bosnia and herzegovina,FALSE,,,,0.014492754,0.014285714,0.188405797,0.286561265,FALSE,FALSE
225,225,29,22,"zenica, bosnia and herzegovina",bosnian6,bosnian,female,1025,bosnia and herzegovina,FALSE,,,,0.057971014,0.098136646,0.289855072,0.415614773,FALSE,FALSE
226,226,24,10,"gornji vakuf, bosnia and herzegovina",bosnian7,bosnian,female,1058,bosnia and herzegovina,FALSE,,,,0.101449275,0.123188406,0.275362319,0.383179622,FALSE,FALSE
227,227,24,15,"sarajevo, bosnia and herzegovina",bosnian8,bosnian,female,1082,bosnia and herzegovina,FALSE,,,,0.130434783,0.229606625,0.217391304,0.36462928,FALSE,FALSE
228,228,47,5,"sarajevo, bosnia and herzegovina",bosnian9,bosnian,male,1289,bosnia and herzegovina,FALSE,,,,0.115942029,0.182916118,0.31884058,0.457381479,FALSE,FALSE
229,229,25,16,"plovdiv, bulgaria",bulgarian1,bulgarian,female,40,bulgaria,FALSE,,,,0.043478261,0.085066163,0.144927536,0.223857302,FALSE,FALSE
230,230,21,15,"dobrich, bulgaria",bulgarian10,bulgarian,female,965,bulgaria,FALSE,,,,0.130434783,0.206947997,0.31884058,0.428853755,FALSE,FALSE
231,231,24,16,"dobrich, bulgaria",bulgarian11,bulgarian,male,966,bulgaria,FALSE,,,,0.072463768,0.11258139,0.405797101,0.531493868,FALSE,FALSE
232,232,30,9,"sofia, bulgaria",bulgarian12,bulgarian,female,1446,bulgaria,FALSE,,,,0.115942029,0.204140787,0.391304348,0.566691231,FALSE,FALSE
233,233,20,9,"chirpan, bulgaria",bulgarian13,bulgarian,male,1512,bulgaria,FALSE,,,,0.072463768,0.125258799,0.362318841,0.52217175,FALSE,FALSE
234,234,46,30,"sofia, bulgaria",bulgarian14,bulgarian,male,1611,bulgaria,FALSE,,,,0.942028986,0.995540691,0.376811594,0.512779974,TRUE,TRUE
235,235,22,10,"varna, bulgaria",bulgarian15,bulgarian,male,1859,bulgaria,FALSE,,,,0.144927536,0.215350071,0.260869565,0.303519669,FALSE,FALSE
236,236,21,6,"kyustendil, bulgaria",bulgarian16,bulgarian,male,1880,bulgaria,FALSE,,,,0.101449275,0.155906895,0.31884058,0.457381479,FALSE,FALSE
237,237,31,9,"sofia, bulgaria",bulgarian17,bulgarian,female,1915,bulgaria,FALSE,,,,0,0,0.014492754,0.028775467,FALSE,FALSE
238,238,20,10,"razlog, bulgaria",bulgarian18,bulgarian,male,2024,bulgaria,FALSE,,,,0.057971014,0.099531117,0.260869565,0.37173913,FALSE,FALSE
239,239,53,42,"sofia, bulgaria",bulgarian2,bulgarian,female,41,bulgaria,FALSE,,,,0.130434783,0.209486166,0.47826087,0.56868305,FALSE,FALSE
240,240,27,10,"sofia, bulgaria",bulgarian3,bulgarian,male,42,bulgaria,FALSE,,,,0.057971014,0.099531117,0.101449275,0.123188406,FALSE,FALSE
241,241,22,20,"plovdiv, bulgaria",bulgarian4,bulgarian,male,43,bulgaria,FALSE,,,,0.188405797,0.283034953,3.84057971,0.99978288,FALSE,FALSE
242,242,23,14,"sofia, bulgaria",bulgarian5,bulgarian,male,44,bulgaria,FALSE,,,,0.028985507,0.057130855,0.173913043,0.264266304,FALSE,FALSE
243,243,27,11,"ruse, bulgaria",bulgarian6,bulgarian,male,557,bulgaria,FALSE,,,,0.130434783,0.232736573,0.289855072,0.433876812,FALSE,FALSE
244,244,18,13,"stara zagora, bulgaria",bulgarian7,bulgarian,male,566,bulgaria,FALSE,,,,0.028985507,0.057130855,0.072463768,0.113995241,FALSE,FALSE
245,245,31,8,"sofia, bulgaria",bulgarian8,bulgarian,female,848,bulgaria,FALSE,,,,0.072463768,0.113995241,0.956521739,0.956521739,FALSE,FALSE
246,246,31,10,"ruse, bulgaria",bulgarian9,bulgarian,female,923,bulgaria,FALSE,,,,0.028985507,0.057130855,0.188405797,0.289855072,FALSE,FALSE
247,247,35,11,"yangon, myanmar",burmese1,burmese,female,758,myanmar,FALSE,,,,0.304347826,0.474900231,0.492753623,0.708956997,FALSE,FALSE
248,248,29,7,"yangon, myanmar",burmese2,burmese,male,1568,myanmar,FALSE,,,,0.217391304,0.359683794,0.333333333,0.488888889,FALSE,FALSE
249,249,22,12,"hong kong, china",cantonese1,cantonese,female,45,china,FALSE,,,,0.217391304,0.349832776,0.507246377,0.665025978,FALSE,FALSE
250,250,25,3,"xiamen, fujian, china",cantonese10,cantonese,female,505,china,FALSE,,,,0.202898551,0.355285592,0.333333333,0.488888889,FALSE,FALSE
251,251,22,3,"hong kong, china",cantonese11,cantonese,female,544,china,FALSE,,,,0.347826087,0.508951407,0.565217391,0.771167048,FALSE,FALSE
252,252,20,4,"macau, china",cantonese12,cantonese,female,602,china,FALSE,,,,0.15942029,0.293425751,0.289855072,0.45629529,FALSE,FALSE
253,253,21,3,"hong kong, china",cantonese13,cantonese,female,730,china,FALSE,,,,0.072463768,0.127024723,0.173913043,0.283034953,FALSE,FALSE
254,254,19,3,"hong kong, china",cantonese14,cantonese,female,742,china,FALSE,,,,0.362318841,0.555354267,0.391304348,0.580898076,FALSE,FALSE
255,255,31,12,"qingyuan, guangdong, china",cantonese15,cantonese,female,862,china,FALSE,,,,0.101449275,0.180733163,0.217391304,0.295652174,FALSE,FALSE
256,256,29,3,"hong kong, china",cantonese16,cantonese,female,874,china,FALSE,,,,0.144927536,0.243856333,0.289855072,0.438756428,FALSE,FALSE
257,257,26,3,"hong kong, china",cantonese17,cantonese,female,878,china,FALSE,,,,0,0,0.043478261,0.071611253,FALSE,FALSE
258,258,19,3,"hong kong, china",cantonese18,cantonese,male,885,china,FALSE,,,,0.101449275,0.166351607,0.231884058,0.329192547,FALSE,FALSE
259,259,28,7,"hong kong, china",cantonese19,cantonese,female,1247,china,FALSE,,,,0.086956522,0.137579098,3.855072464,0.905329593,FALSE,FALSE
260,260,20,13,"hong kong, china",cantonese2,cantonese,male,46,china,FALSE,,,,0.362318841,0.542650104,0.594202899,0.735034657,FALSE,FALSE
261,261,18,3,"hong kong, china",cantonese20,cantonese,male,1480,china,FALSE,,,,0.173913043,0.286561265,0.985507246,0.992753623,FALSE,FALSE
262,262,18,4,"hong kong, china",cantonese21,cantonese,female,1558,china,FALSE,,,,0.31884058,0.501622323,0.47826087,0.686956522,FALSE,FALSE
263,263,30,3,"hong kong, china",cantonese22,cantonese,female,1974,china,FALSE,,,,0.173913043,0.275585284,0.275362319,0.396135266,FALSE,FALSE
264,264,33,6,"hong kong, china",cantonese23,cantonese,male,1975,china,FALSE,,,,0.173913043,0.293425751,0.463768116,0.632850242,FALSE,FALSE
265,265,22,6,"hong kong, china",cantonese3,cantonese,male,47,china,FALSE,,,,0.275362319,0.440165631,0.405797101,0.607059374,FALSE,FALSE
266,266,29,13,"fuzhou, fujian, china",cantonese4,cantonese,female,48,china,FALSE,,,,0.405797101,0.617184265,0.884057971,0.955831608,FALSE,FALSE
267,267,18,14,"hong kong, china",cantonese5,cantonese,male,49,china,FALSE,,,,0.173913043,0.307544757,0.260869565,0.37173913,FALSE,FALSE
268,268,25,5,"hong kong, china",cantonese6,cantonese,male,462,china,FALSE,,,,0.115942029,0.1951114,0.173913043,0.264266304,FALSE,FALSE
269,269,31,4,"hong kong, china",cantonese7,cantonese,male,494,china,FALSE,,,,0.043478261,0.085066163,0.086956522,0.154092072,FALSE,FALSE
270,270,23,2,"hong kong, china",cantonese8,cantonese,female,498,china,FALSE,,,,0.15942029,0.232736573,0.260869565,0.415098421,FALSE,FALSE
271,271,22,7,"hong kong, china",cantonese9,cantonese,male,502,china,FALSE,,,,0.057971014,0.086091283,0.608695652,0.689258312,FALSE,FALSE
272,272,32,6,"saipan, saipan, northern mariana islands",carolinian1,carolinian,female,50,northern mariana islands,FALSE,,,,0.028985507,0.057130855,0.971014493,0.980676329,FALSE,FALSE
273,273,39,13,"tarragona, spain",catalan1,catalan,male,51,spain,FALSE,,,,0.130434783,0.232736573,0.31884058,0.52217175,FALSE,FALSE
274,274,24,21,"mataro, catalonia, spain",catalan2,catalan,male,598,spain,FALSE,,,,0.086956522,0.151966874,0.101449275,0.180733163,FALSE,FALSE
275,275,51,11,"santiago, chile",catalan3,catalan,female,1186,chile,FALSE,,,,0,0,0.144927536,0.23561704,FALSE,FALSE
276,276,21,11,"barcelona, spain",catalan4,catalan,female,1414,spain,FALSE,,,,0.173913043,0.297209604,0.275362319,0.467178176,FALSE,FALSE
277,277,21,1,"cebu, philippines",cebuano1,cebuano,female,565,philippines,FALSE,,,,0.028985507,0.043265132,0.15942029,0.223857302,FALSE,FALSE
278,278,41,5,"baghdad, iraq",chaldean1,chaldean,male,1251,iraq,FALSE,,,,0.028985507,0.042650104,0.028985507,0.057130855,FALSE,FALSE
279,279,62,11,"baghdad, iraq",chaldean2,chaldean,female,1299,iraq,FALSE,,,,0.130434783,0.215350071,0.347826087,0.446267432,FALSE,FALSE
280,280,18,1,"saipan, saipan, northern mariana islands",chamorro1,chamorro,male,52,northern mariana islands,FALSE,,,,0.101449275,0.1685053,0.246376812,0.367928939,FALSE,FALSE
281,281,42,7,"mulanje, malawi",chichewa1,chichewa,male,1020,malawi,FALSE,,,,0.086956522,0.154092072,0.376811594,0.441727053,FALSE,FALSE
282,282,39,12,"chittagong, bangladesh",chittagonian1,chittagonian,male,708,bangladesh,FALSE,,,,0.376811594,0.549019608,6.115942029,0.996645196,FALSE,FALSE
283,283,81,16,"unije, croatia",croatian1,croatian,female,477,croatia,FALSE,,,,0,0,0.231884058,0.321497585,FALSE,FALSE
284,284,35,10,"mostar, bosnia and herzegovina",croatian2,croatian,female,561,bosnia and herzegovina,FALSE,,,,0.057971014,0.098136646,0.144927536,0.247025741,FALSE,FALSE
285,285,44,10,"split, croatia",croatian3,croatian,female,661,croatia,FALSE,,,,0.115942029,0.17826087,0.130434783,0.22128488,FALSE,FALSE
286,286,38,11,"rijeka, croatia",croatian4,croatian,male,950,croatia,FALSE,,,,0.014492754,0.028775467,0.115942029,0.1685053,FALSE,FALSE
287,287,26,11,"tomislavgrad, bosnia and herzegovina",croatian5,croatian,female,1063,bosnia and herzegovina,FALSE,,,,0.043478261,0.071611253,0.15942029,0.238224638,FALSE,FALSE
288,288,23,14,"doboj, bosnia and herzegovina",croatian6,croatian,female,1083,bosnia and herzegovina,FALSE,,,,0.057971014,0.099531117,0.246376812,0.377961813,FALSE,FALSE
289,289,21,7,"rijeka, croatia",croatian7,croatian,female,1556,croatia,FALSE,,,,0.043478261,0.071611253,0.260869565,0.39200561,FALSE,FALSE
290,290,39,22,"gospic, croatia",croatian8,croatian,male,1983,croatia,FALSE,,,,0.15942029,0.268851082,0.260869565,0.423699915,FALSE,FALSE
291,291,27,10.5,"prague, czech republic",czech1,czech,female,53,czech republic,FALSE,,,,0.043478261,0.057754705,0.115942029,0.170345596,FALSE,FALSE
292,292,60,45,"velky osek, czech republic",czech2,czech,male,560,czech republic,FALSE,,,,0.231884058,0.401321398,0.666666667,0.791304348,FALSE,FALSE
293,293,35,14,"nachod, czech republic",czech3,czech,male,653,czech republic,FALSE,,,,0.014492754,0.028775467,0.086956522,0.14146658,FALSE,FALSE
294,294,57,15,"prague, czech republic",czech4,czech,female,879,czech republic,FALSE,,,,0.115942029,0.182916118,0.202898551,0.304117782,FALSE,FALSE
295,295,26,16,"klando, czech republic",czech5,czech,female,1066,czech republic,FALSE,,,,0.144927536,0.254658385,0.449275362,0.593961353,FALSE,FALSE
296,296,20,7,"ostrava, czech republic",czech6,czech,male,1248,czech republic,FALSE,,,,0.043478261,0.085066163,0.246376812,0.373690078,FALSE,FALSE
297,297,22,11,"ostrava, czech republic",czech7,czech,female,1501,czech republic,FALSE,,,,0.202898551,0.313329251,0.231884058,0.363903986,FALSE,FALSE
298,298,21,7,"pizen, czech republic",czech8,czech,female,1822,czech republic,FALSE,,,,0,0,0.014492754,0.028775467,FALSE,FALSE
299,299,38,23,"prague, czech republic",czech9,czech,male,2140,czech republic,FALSE,,,,0.144927536,0.209486166,0.289855072,0.429555714,FALSE,FALSE
300,300,45,11,"horsens, denmark",danish1,danish,female,54,denmark,FALSE,,,,0.130434783,0.1951114,0.173913043,0.307544757,FALSE,FALSE
301,301,37,8,"haslev, denmark",danish2,danish,female,55,denmark,FALSE,,,,0,0,0.188405797,0.278582931,FALSE,FALSE
302,302,53,12,"copenhagen, denmark",danish3,danish,female,1367,denmark,FALSE,,,,0.086956522,0.154092072,0.144927536,0.223857302,FALSE,FALSE
303,303,21,11,"aarhus, denmark",danish4,danish,female,1434,denmark,FALSE,,,,0.101449275,0.1685053,0.144927536,0.23561704,FALSE,FALSE
304,304,49,8,"egvad, denmark",danish5,danish,female,1573,denmark,FALSE,,,,0.043478261,0.070600414,0.072463768,0.11258139,FALSE,FALSE
305,305,19,8,"alborg, denmark",danish6,danish,male,1577,denmark,FALSE,,,,0,0,0.101449275,0.155906895,FALSE,FALSE
306,306,22,8,"copenhagen, denmark",danish7,danish,male,1717,denmark,FALSE,,,,0.130434783,0.209486166,0.275362319,0.406034688,FALSE,FALSE
307,307,28,11,"sunds, denmark",danish8,danish,female,1746,denmark,FALSE,,,,0.217391304,0.355285592,0.347826087,0.475931677,FALSE,FALSE
308,308,25,13,"kabul, zoroastrian, afghanistan",dari1,dari,female,56,afghanistan,FALSE,,,,0.188405797,0.31758034,0.507246377,0.624347826,FALSE,FALSE
309,309,55,12,"kabul, afghanistan",dari2,dari,male,642,afghanistan,FALSE,,,,0.043478261,0.070600414,0.362318841,0.403021893,FALSE,FALSE
310,310,20,12,"kabul, afghanistan",dari3,dari,male,968,afghanistan,FALSE,,,,0.130434783,0.215350071,0.246376812,0.341167254,FALSE,FALSE
311,311,59,13,"kabul, afghanistan",dari4,dari,male,1754,afghanistan,FALSE,,,,0.260869565,0.377407187,0.52173913,0.595317726,FALSE,FALSE
312,312,56,32,"kabul, afghanistan",dari5,dari,female,1868,afghanistan,FALSE,,,,0.028985507,0.042650104,0.144927536,0.22128488,FALSE,FALSE
313,313,39,33,"rumbek, boherat, sudan",dinka1,dinka,male,415,sudan,FALSE,,,,0.130434783,0.204140787,0.246376812,0.309997544,FALSE,FALSE
314,314,38,13,"nijmegen, netherlands",dutch1,dutch,male,57,netherlands,FALSE,,,,0.043478261,0.085066163,0.231884058,0.29810095,FALSE,FALSE
315,315,39,12,"essen, belgium",dutch10,dutch,male,913,belgium,FALSE,,,,0.028985507,0.057130855,0.057971014,0.099531117,FALSE,FALSE
316,316,41,14,"brugge, belgium",dutch11,dutch,male,929,belgium,FALSE,,,,0,0,0.130434783,0.22128488,FALSE,FALSE
317,317,36,10,"oosterbeek, netherlands",dutch12,dutch,male,956,netherlands,FALSE,,,,0.086956522,0.139676539,0.188405797,0.266947172,FALSE,FALSE
318,318,33,10,"zwolle, netherlands",dutch13,dutch,female,1003,netherlands,FALSE,,,,0.014492754,0.028775467,0.086956522,0.14146658,FALSE,FALSE
319,319,35,12,"zwolle, netherlands",dutch14,dutch,female,1004,netherlands,FALSE,,,,0.101449275,0.108794918,0.246376812,0.331628303,FALSE,FALSE
320,320,23,10,"nunspeet, netherlands",dutch15,dutch,male,1223,netherlands,FALSE,,,,0.144927536,0.23561704,0.231884058,0.321497585,FALSE,FALSE
321,321,23,12,"antwerp, belgium",dutch16,dutch,female,1260,belgium,FALSE,,,,0.014492754,0.028775467,0.072463768,0.113995241,FALSE,FALSE
322,322,21,12,"wilrijk, belgium",dutch17,dutch,female,1261,belgium,FALSE,,,,0.072463768,0.125258799,0.289855072,0.438756428,FALSE,FALSE
323,323,23,14,"antwerp, belgium",dutch18,dutch,male,1262,belgium,FALSE,,,,0.086956522,0.154092072,0.202898551,0.325529543,FALSE,FALSE
324,324,22,11,"heist-op-den-berg, belgium",dutch19,dutch,female,1263,belgium,FALSE,,,,0.144927536,0.209486166,0.173913043,0.252587992,FALSE,FALSE
325,325,41,14,"amsterdam, netherlands",dutch2,dutch,male,58,netherlands,FALSE,,,,0.15942029,0.272333982,0.188405797,0.289855072,FALSE,FALSE
326,326,21,13,"vlaams-brabant, belgium",dutch20,dutch,female,1264,belgium,FALSE,,,,0.043478261,0.071611253,0.231884058,0.343384759,FALSE,FALSE
327,327,21,13,"diest, belgium",dutch21,dutch,female,1265,belgium,FALSE,,,,0.043478261,0.085066163,0.217391304,0.339673913,FALSE,FALSE
328,328,23,13,"essen, belgium",dutch22,dutch,female,1266,belgium,FALSE,,,,0.014492754,0.028775467,0.086956522,0.128458498,FALSE,FALSE
