,Unnamed: 0,age,age_onset,birthplace,filename,native_language,sex,speakerid,country,file_missing?,Unnamed: 9,Unnamed: 10,Unnamed: 11,wer,wil,new_wer,new_wil,wer_improved,wil_improved
1247,1247,52,13,"kyoto, japan",japanese18,japanese,female,1626,japan,FALSE,,,,0.072463768,0.127024723,0.115942029,0.1951114,FALSE,FALSE
1248,1248,57,13,"naha, japan",japanese19,japanese,female,1684,japan,FALSE,,,,0.028985507,0.057130855,0.260869565,0.301932367,FALSE,FALSE
1249,1249,27,12,"tokyo, japan",japanese2,japanese,female,222,japan,FALSE,,,,0.144927536,0.226247987,0.275362319,0.442586399,FALSE,FALSE
1250,1250,21,14,"yokosuka, japan",japanese20,japanese,male,1833,japan,FALSE,,,,0.057971014,0.099531117,0.260869565,0.411005435,FALSE,FALSE
1251,1251,53,13,"tokyo, japan",japanese21,japanese,female,1847,japan,FALSE,,,,0.15942029,0.268851082,0.31884058,0.452601568,FALSE,FALSE
1252,1252,69,12,"ashiya, japan",japanese22,japanese,female,1881,japan,FALSE,,,,0,0,0.144927536,0.247025741,FALSE,FALSE
1253,1253,24,5,"kawasaki, japan",japanese23,japanese,male,1942,japan,FALSE,,,,0.101449275,0.1685053,0.260869565,0.411005435,FALSE,FALSE
1254,1254,40,13,"tokyo, japan",japanese24,japanese,female,1948,japan,FALSE,,,,0.072463768,0.127024723,0.202898551,0.325529543,FALSE,FALSE
1255,1255,52,13,"kyoto, japan",japanese25,japanese,female,1987,japan,FALSE,,,,0.028985507,0.042650104,0.246376812,0.387681159,FALSE,FALSE
1256,1256,44,13,"yokosuka, japan",japanese26,japanese,female,1991,japan,FALSE,,,,0.173913043,0.265156154,2.927536232,0.935193975,FALSE,FALSE
1257,1257,21,13,"tokyo, japan",japanese27,japanese,female,2123,japan,FALSE,,,,0.391304348,0.529699939,2.898550725,0.867159781,FALSE,FALSE
1258,1258,49,12,"kofu, yamanashi prefecture, japan",japanese3,japanese,female,223,japan,FALSE,,,,0.086956522,0.139676539,0.246376812,0.312484109,FALSE,FALSE
1259,1259,20,15,"tokyo, japan",japanese4,japanese,male,224,japan,FALSE,,,,1,1,0.826086957,0.916521739,TRUE,TRUE
1260,1260,25,12,"chiba, japan",japanese5,japanese,female,225,japan,FALSE,,,,0.173913043,0.265156154,0.347826087,0.443478261,FALSE,FALSE
1261,1261,30,10,"kawasaki, japan",japanese6,japanese,female,226,japan,FALSE,,,,0.028985507,0.043265132,0.15942029,0.249944259,FALSE,FALSE
1262,1262,18,12,"osaka, japan",japanese7,japanese,male,227,japan,FALSE,,,,0.014492754,0.028775467,0.246376812,0.357567118,FALSE,FALSE
1263,1263,25,12,"tokyo, japan",japanese8,japanese,male,486,japan,FALSE,,,,0.028985507,0.057130855,0.072463768,0.127024723,FALSE,FALSE
1264,1264,24,13,"yokohama, japan",japanese9,japanese,male,543,japan,FALSE,,,,0.260869565,0.406236276,0.362318841,0.498964803,FALSE,FALSE
1265,1265,34,16,"ziguinchor, senegal",jola1,jola,male,784,senegal,FALSE,,,,0.217391304,0.29931562,0.652173913,0.747035573,FALSE,FALSE
1266,1266,26,12,"algiers, algeria",kabyle1,kabyle,female,1190,algeria,FALSE,,,,0.130434783,0.215350071,0.246376812,0.387681159,FALSE,FALSE
1267,1267,30,9,"francistown, botswana",kalanga1,kalanga,male,1182,botswana,FALSE,,,,0.101449275,0.192606595,0.347826087,0.510869565,FALSE,FALSE
1268,1268,36,9,"hosanna, ethiopia",kambaata1,kambaata,male,978,ethiopia,FALSE,,,,0.15942029,0.251006441,0.217391304,0.355285592,FALSE,FALSE
1269,1269,51,7,"durame, ethiopia",kambaata2,kambaata,male,1002,ethiopia,FALSE,,,,0.217391304,0.336803429,0.391304348,0.574879227,FALSE,FALSE
1270,1270,54,8,"hosanna, ethiopia",kambaata3,kambaata,male,1033,ethiopia,FALSE,,,,0.130434783,0.218441504,0.695652174,0.793828892,FALSE,FALSE
1271,1271,26,5,"bangalore, india",kannada1,kannada,female,228,india,FALSE,,,,0.072463768,0.127024723,0.188405797,0.283034953,FALSE,FALSE
1272,1272,48,6,"kaduna, nigeria",kanuri1,kanuri,female,1049,nigeria,FALSE,,,,0.304347826,0.415458937,0.391304348,0.529198636,FALSE,FALSE
1273,1273,18,9,"semey, kazakhstan",kazakh1,kazakh,male,229,kazakhstan,FALSE,,,,0.072463768,0.11258139,0.231884058,0.343384759,FALSE,FALSE
1274,1274,22,6,"almaty, kazakhstan",kazakh2,kazakh,male,1234,kazakhstan,FALSE,,,,0.101449275,0.154092072,0.246376812,0.357567118,FALSE,FALSE
1275,1275,49,30,"almaty, kazakhstan",kazakh3,kazakh,female,1763,kazakhstan,FALSE,,,,0.115942029,0.218441504,0.362318841,0.548494983,FALSE,FALSE
1276,1276,21,16,"phnom penh, cambodia",khmer1,khmer,female,230,cambodia,FALSE,,,,0.231884058,0.368760064,0.275362319,0.406034688,FALSE,FALSE
1277,1277,19,16,"phnom penh, cambodia",khmer2,khmer,male,231,cambodia,FALSE,,,,0.289855072,0.48827792,0.31884058,0.491833448,FALSE,FALSE
1278,1278,46,25,"baling, kampongthum, cambodia",khmer3,khmer,male,232,cambodia,FALSE,,,,0.260869565,0.426617677,0.449275362,0.564009662,FALSE,FALSE
1279,1279,31,16,"phnom penh, cambodia",khmer4,khmer,male,1087,cambodia,FALSE,,,,0.15942029,0.254658385,0.463768116,0.612453033,FALSE,FALSE
1280,1280,47,25,"kampong speu, cambodia",khmer5,khmer,male,1609,cambodia,FALSE,,,,0.086956522,0.166351607,0.710144928,0.786956522,FALSE,FALSE
1281,1281,20,4,"auburn, australia",khmer6,khmer,female,1669,australia,FALSE,,,,0.072463768,0.125258799,0.173913043,0.26130874,FALSE,FALSE
1282,1282,56,25,"siem reap, cambodia",khmer7,khmer,male,1911,cambodia,FALSE,,,,0.420289855,0.586650337,0.579710145,0.696663296,FALSE,FALSE
1283,1283,19,16,"new orleans, louisiana, usa",kikongo1,kikongo,male,464,usa,FALSE,,,,0.231884058,0.346014493,0.391304348,0.535177866,FALSE,FALSE
1284,1284,56,28,"kimulaza, uige, angola",kikongo2,kikongo,male,1031,angola,FALSE,,,,0.072463768,0.127024723,0.405797101,0.446310935,FALSE,FALSE
1285,1285,48,5,"nairobi, kenya",kikuyu1,kikuyu,male,466,kenya,FALSE,,,,0.275362319,0.43205209,0.579710145,0.782349896,FALSE,FALSE
1286,1286,50,7,"kerugoya, kenya",kikuyu2,kikuyu,male,1155,kenya,FALSE,,,,1,1,0.260869565,0.387681159,TRUE,TRUE
1287,1287,45,5,"nairobi, kenya",kikuyu3,kikuyu,female,1156,kenya,FALSE,,,,0.086956522,0.14146658,0.115942029,0.1951114,FALSE,FALSE
1288,1288,23,4,"nairobi, kenya",kikuyu4,kikuyu,female,1790,kenya,FALSE,,,,0.202898551,0.294947121,0.15942029,0.232736573,TRUE,TRUE
1289,1289,32,28,"bishkek, kyrgyzstan",kirghiz1,kirghiz,female,233,kyrgyzstan,FALSE,,,,0.144927536,0.268851082,4.434782609,0.938986775,FALSE,FALSE
1290,1290,22,6,"dar-es-salaam, tanzania",kiswahili1,kiswahili,male,234,tanzania,FALSE,,,,0.188405797,0.265156154,0.289855072,0.420048309,FALSE,FALSE
1291,1291,28,16,"kigoma, tanzania",kiswahili2,kiswahili,male,235,tanzania,FALSE,,,,0.333333333,0.501622323,0.536231884,0.730171278,FALSE,FALSE
1292,1292,29,6,"nairobi, kenya",kiswahili3,kiswahili,male,236,kenya,FALSE,,,,0.072463768,0.113995241,0.130434783,0.1951114,FALSE,FALSE
1293,1293,36,34,"goma, north kivu, democratic republic of congo",kiswahili4,kiswahili,male,237,democratic republic of congo,FALSE,,,,0.072463768,0.113995241,0.101449275,0.142920847,FALSE,FALSE
1294,1294,56,4,"tanga, tanzania",kiswahili5,kiswahili,female,877,tanzania,FALSE,,,,0.086956522,0.127024723,0.173913043,0.286561265,FALSE,FALSE
1295,1295,32,8,"dar-es-salaam, tanzania",kiswahili6,kiswahili,female,887,tanzania,FALSE,,,,0.231884058,0.354973198,0.347826087,0.483637214,FALSE,FALSE
1296,1296,52,5,"dar-es-salaam, tanzania",kiswahili7,kiswahili,female,934,tanzania,FALSE,,,,0.101449275,0.139676539,0.231884058,0.353807223,FALSE,FALSE
1297,1297,42,3,"nyeri, kenya",kiswahili8,kiswahili,female,1041,kenya,FALSE,,,,0.057971014,0.099531117,0.057971014,0.086091283,FALSE,TRUE
1298,1298,50,13,"tanga, tanzania",kiswahili9,kiswahili,male,1146,tanzania,FALSE,,,,0.057971014,0.099531117,0.086956522,0.14146658,FALSE,FALSE
1299,1299,38,6,"hyderabad, andhra pradesh, india",konkani1,konkani,female,438,india,FALSE,,,,0.028985507,0.043265132,0.101449275,0.1685053,FALSE,FALSE
1300,1300,29,13,"ui jong bu, south korea",korean1,korean,male,238,south korea,FALSE,,,,1,1,0.536231884,0.664199815,TRUE,TRUE
1301,1301,34,13,"kwangju, south korea",korean10,korean,male,483,south korea,FALSE,,,,0.202898551,0.31758034,0.492753623,0.637681159,FALSE,FALSE
1302,1302,26,14,"seoul, south korea",korean11,korean,male,559,south korea,FALSE,,,,0.304347826,0.442586399,0.304347826,0.443478261,FALSE,FALSE
1303,1303,31,31,"sokcho, south korea",korean12,korean,male,608,south korea,FALSE,,,,0.275362319,0.440165631,0.536231884,0.722599638,FALSE,FALSE
1304,1304,50,12,"pusan, south korea",korean13,korean,female,759,south korea,FALSE,,,,0.057971014,0.085066163,0.333333333,0.357859532,FALSE,FALSE
1305,1305,22,8,"kota kinabalu, malaysia",korean14,korean,female,892,malaysia,FALSE,,,,0.101449275,0.151966874,0.188405797,0.289855072,FALSE,FALSE
1306,1306,42,40,"pusan, south korea",korean15,korean,male,1005,south korea,FALSE,,,,0.985507246,0.999033816,4.594202899,0.991418188,FALSE,TRUE
1307,1307,30,13,"nonsan, south korea",korean16,korean,female,1006,south korea,FALSE,,,,0.130434783,0.218441504,0.217391304,0.339673913,FALSE,FALSE
1308,1308,21,8,"cheju-do, south korea",korean17,korean,male,1007,south korea,FALSE,,,,0.31884058,0.474900231,0.463768116,0.651919654,FALSE,FALSE
1309,1309,25,7,"seoul, south korea",korean18,korean,male,1117,south korea,FALSE,,,,0.101449275,0.155906895,0.188405797,0.289855072,FALSE,FALSE
1310,1310,21,14,"seoul, south korea",korean19,korean,female,1118,south korea,FALSE,,,,0.376811594,0.523264683,0.579710145,0.716446125,FALSE,FALSE
1311,1311,23,14,"taegu, south korea",korean2,korean,female,239,south korea,FALSE,,,,1,1,0.420289855,0.61352657,TRUE,TRUE
1312,1312,58,13,"inchon, south korea",korean20,korean,female,1126,south korea,FALSE,,,,0.072463768,0.127024723,0.115942029,0.1951114,FALSE,FALSE
1313,1313,21,12,"ulsan, south korea",korean21,korean,male,1142,south korea,FALSE,,,,0.144927536,0.247025741,2.927536232,0.949724253,FALSE,FALSE
1314,1314,19,8,"inchon, south korea",korean22,korean,female,1145,south korea,FALSE,,,,0.289855072,0.424890729,0.289855072,0.438756428,FALSE,FALSE
1315,1315,49,12,"seoul, south korea",korean23,korean,female,1196,south korea,FALSE,,,,0.115942029,0.206947997,0.246376812,0.346859903,FALSE,FALSE
1316,1316,42,13,"seoul, south korea",korean24,korean,male,1370,south korea,FALSE,,,,0.217391304,0.322866345,0.260869565,0.411005435,FALSE,FALSE
1317,1317,34,12,"anseong, kyong gi, south korea",korean25,korean,female,1386,south korea,FALSE,,,,0.15942029,0.279296066,0.565217391,0.703669442,FALSE,FALSE
1318,1318,23,21,"seoul, south korea",korean26,korean,male,1507,south korea,FALSE,,,,0.043478261,0.071611253,0.202898551,0.304117782,FALSE,FALSE
1319,1319,51,14,"haenam, south korea",korean27,korean,male,1624,south korea,FALSE,,,,0.115942029,0.17826087,4.246376812,0.989378275,FALSE,FALSE
1320,1320,62,13,"seoul, south korea",korean28,korean,female,1663,south korea,FALSE,,,,0.173913043,0.297209604,0.710144928,0.796394486,FALSE,FALSE
1321,1321,19,8,"masan, south korea",korean29,korean,female,1687,south korea,FALSE,,,,0.202898551,0.325529543,0.420289855,0.6198622,FALSE,FALSE
1322,1322,19,17,"seoul, south korea",korean3,korean,female,240,south korea,FALSE,,,,0.362318841,0.542288557,0.246376812,0.377961813,TRUE,TRUE
1323,1323,49,14,"seoul, south korea",korean30,korean,female,1690,south korea,FALSE,,,,0.971014493,0.998067633,0.724637681,0.854669887,TRUE,TRUE
1324,1324,18,7,"seoul, south korea",korean31,korean,female,1696,south korea,FALSE,,,,0.130434783,0.206947997,0.231884058,0.373706004,FALSE,FALSE
1325,1325,35,28,"seoul, south korea",korean32,korean,female,1715,south korea,FALSE,,,,0.130434783,0.197324415,0.47826087,0.554733272,FALSE,FALSE
1326,1326,30,13,"seongnam, south korea",korean33,korean,female,1722,south korea,FALSE,,,,0.101449275,0.1685053,0.246376812,0.387681159,FALSE,FALSE
1327,1327,20,11,"seoul, south korea",korean34,korean,female,1814,south korea,FALSE,,,,0.130434783,0.218441504,6.260869565,0.999866426,FALSE,FALSE
1328,1328,48,12,"kwangju, south korea",korean35,korean,male,1815,south korea,FALSE,,,,0.246376812,0.377407187,0.536231884,0.632962588,FALSE,FALSE
1329,1329,51,12,"taegu, south korea",korean36,korean,female,1838,south korea,FALSE,,,,0.101449275,0.154092072,0.217391304,0.339673913,FALSE,FALSE
1330,1330,27,14,"seoul, south korea",korean37,korean,female,1843,south korea,FALSE,,,,0.15942029,0.243856333,0.420289855,0.578392622,FALSE,FALSE
1331,1331,25,10,"inchon, south korea",korean38,korean,male,1848,south korea,FALSE,,,,0.115942029,0.180733163,0.217391304,0.349832776,FALSE,FALSE
1332,1332,55,14,"pusan, south korea",korean39,korean,male,1862,south korea,FALSE,,,,0.246376812,0.378516624,0.652173913,0.787019534,FALSE,FALSE
1333,1333,29,15,"seoul, south korea",korean4,korean,female,241,south korea,FALSE,,,,0.202898551,0.243135011,0.246376812,0.357567118,FALSE,FALSE
1334,1334,21,17,"seoul, south korea",korean40,korean,female,1943,south korea,FALSE,,,,0.086956522,0.139676539,0.47826087,0.658498024,FALSE,FALSE
1335,1335,50,12,"seoul, south korea",korean41,korean,female,1946,south korea,FALSE,,,,0.130434783,0.215350071,0.333333333,0.480225989,FALSE,FALSE
1336,1336,26,3,"bayside, new york, usa",korean42,korean,male,1950,usa,FALSE,,,,0.043478261,0.056133905,0.057971014,0.085066163,FALSE,FALSE
1337,1337,20,13,"taejon, south korea",korean43,korean,male,1952,south korea,FALSE,,,,0.101449275,0.155906895,0.188405797,0.278582931,FALSE,FALSE
1338,1338,49,14,"inchon, south korea",korean44,korean,male,1971,south korea,FALSE,,,,0.246376812,0.363689777,0.579710145,0.697227473,FALSE,FALSE
1339,1339,28,13,"inchon, south korea",korean45,korean,male,1982,south korea,FALSE,,,,0.15942029,0.26130874,0.333333333,0.488888889,FALSE,FALSE
1340,1340,21,21,"seoul, south korea",korean46,korean,female,2015,south korea,FALSE,,,,0.173913043,0.258098892,0.405797101,0.593961353,FALSE,FALSE
1341,1341,23,10,"seoul, south korea",korean47,korean,male,2058,south korea,FALSE,,,,0.057971014,0.11258139,0.043478261,0.085066163,TRUE,TRUE
1342,1342,32,27,"seoul, south korea",korean48,korean,male,2075,south korea,FALSE,,,,0.202898551,0.335748792,0.492753623,0.688532927,FALSE,FALSE
1343,1343,22,7,"an yang, south korea",korean49,korean,female,2098,south korea,FALSE,,,,0.333333333,0.529198636,0.68115942,0.803418803,FALSE,FALSE
1344,1344,50,12,"seoul, south korea",korean5,korean,female,242,south korea,FALSE,,,,0.072463768,0.127024723,4.028985507,0.992778697,FALSE,FALSE
1345,1345,57,13,"taejon, south korea",korean50,korean,female,2133,south korea,FALSE,,,,0.057971014,0.099531117,0.275362319,0.415614773,FALSE,FALSE
1346,1346,25,16,"seoul, south korea",korean51,korean,male,2134,south korea,FALSE,,,,0.072463768,0.125258799,0.130434783,0.206947997,FALSE,FALSE
1347,1347,40,12,"seoul, south korea",korean52,korean,male,2158,south korea,FALSE,,,,0.028985507,0.043265132,0.115942029,0.180733163,FALSE,FALSE
1348,1348,21,12,"sunchun, south korea",korean6,korean,female,243,south korea,FALSE,,,,0.434782609,0.65010352,0.666666667,0.836879433,FALSE,FALSE
1349,1349,32,10,"seoul, south korea",korean7,korean,male,244,south korea,FALSE,,,,0,0,0.115942029,0.182916118,FALSE,FALSE
1350,1350,39,13,"seoul, south korea",korean8,korean,female,452,south korea,FALSE,,,,0.826086957,0.95463138,0.550724638,0.677378702,TRUE,TRUE
1351,1351,34,12,"taejon, south korea",korean9,korean,male,474,south korea,FALSE,,,,0.173913043,0.286561265,0.376811594,0.54581184,FALSE,FALSE
1352,1352,46,5,"freetown, sierra leone",krio1,krio,female,245,sierra leone,FALSE,,,,0.231884058,0.331628303,0.449275362,0.632608696,FALSE,FALSE
1353,1353,26,5,"freetown, sierra leone",krio2,krio,male,431,sierra leone,FALSE,,,,0.188405797,0.26130874,0.376811594,0.485125858,FALSE,FALSE
1354,1354,21,5,"freetown, sierra leone",krio3,krio,female,1095,sierra leone,FALSE,,,,0.028985507,0.042650104,0.739130435,0.819397993,FALSE,FALSE
1355,1355,48,7,"freetown, sierra leone",krio4,krio,female,1106,sierra leone,FALSE,,,,0.144927536,0.18681755,0.260869565,0.42006689,FALSE,FALSE
1356,1356,36,6,"freetown, sierra leone",krio5,krio,male,1140,sierra leone,FALSE,,,,0.275362319,0.45103206,0.449275362,0.651207729,FALSE,FALSE
1357,1357,26,3,"freetown, sierra leone",krio6,krio,female,2031,sierra leone,FALSE,,,,0.289855072,0.426617677,0.507246377,0.706076786,FALSE,FALSE
1358,1358,52,4,"margibi, liberia",kru1,kru,female,1760,liberia,FALSE,,,,0.086956522,0.154092072,0.130434783,0.209486166,FALSE,FALSE
1359,1359,24,15,"arbil, iraq",kurdish1,kurdish,male,246,iraq,FALSE,,,,0.217391304,0.336803429,0.31884058,0.447665056,FALSE,FALSE
1360,1360,37,30,"sulaymaniyah, iraq",kurdish10,kurdish,male,1767,iraq,FALSE,,,,0.376811594,0.549091651,0.608695652,0.781493868,FALSE,FALSE
1361,1361,50,10,"hawler, kurdistan, iraq",kurdish2,kurdish,male,669,iraq,FALSE,,,,0.333333333,0.528205128,0.420289855,0.593961353,FALSE,FALSE
1362,1362,33,12,"sulaymaniyah, iraq",kurdish3,kurdish,female,809,iraq,FALSE,,,,0.086956522,0.14146658,0.289855072,0.367325428,FALSE,FALSE
1363,1363,30,9,"kirkuk, iraq",kurdish4,kurdish,male,1098,iraq,FALSE,,,,0.217391304,0.290427155,0.449275362,0.554733272,FALSE,FALSE
1364,1364,32,11,"sulaymaniyah, iraq",kurdish5,kurdish,male,1180,iraq,FALSE,,,,0.115942029,0.218441504,0.144927536,0.229606625,FALSE,FALSE
1365,1365,57,11,"sulaymaniyah, iraq",kurdish6,kurdish,female,1197,iraq,FALSE,,,,0.086956522,0.137579098,0.507246377,0.610380856,FALSE,FALSE
1366,1366,29,13,"sanandaj, iran",kurdish7,kurdish,male,1318,iran,FALSE,,,,0.043478261,0.057130855,0.086956522,0.139676539,FALSE,FALSE
1367,1367,55,39,"sulaymaniyah, iraq",kurdish8,kurdish,female,1731,iraq,FALSE,,,,0.144927536,0.240457236,0.376811594,0.47060432,FALSE,FALSE
1368,1368,57,40,"sulaymaniyah, iraq",kurdish9,kurdish,male,1766,iraq,FALSE,,,,0.362318841,0.536231884,0.565217391,0.697131026,FALSE,FALSE
1369,1369,30,13,"leworook, nusa tenggara, indonesia",lamaholot1,lamaholot,male,247,indonesia,FALSE,,,,1,1,0.289855072,0.428853755,TRUE,TRUE
1370,1370,38,14,"lamotrek island, federated states of micronesia",lamotrekese1,lamotrekese,male,432,federated states of micronesia,FALSE,,,,0.072463768,0.127024723,0.130434783,0.184782609,FALSE,FALSE
1371,1371,19,12,"savannakhet, laos",lao1,lao,female,248,laos,FALSE,,,,0.15942029,0.272333982,0.260869565,0.37173913,FALSE,FALSE
1372,1372,25,21,"vientiane, laos, ",lao2,lao,female,249,,FALSE,,,,0.550724638,0.757193867,2.84057971,0.99152839,FALSE,FALSE
1373,1373,52,20,"pakxe, laos",lao3,lao,male,2007,laos,FALSE,,,,0.217391304,0.359683794,0.637681159,0.767744333,FALSE,FALSE
1374,1374,24,13,"riga, latvia",latvian1,latvian,female,250,latvia,FALSE,,,,0.115942029,0.204140787,0.101449275,0.1685053,TRUE,TRUE
1375,1375,70,11,"riga, latvia",latvian2,latvian,female,964,latvia,FALSE,,,,0.014492754,0.028775467,0.043478261,0.085066163,FALSE,FALSE
1376,1376,19,5,"riga, latvia",latvian3,latvian,female,1845,latvia,FALSE,,,,0.057971014,0.11258139,0.246376812,0.367928939,FALSE,FALSE
1377,1377,37,30,"kinshasa, democratic republic of congo",lingala1,lingala,male,1158,democratic republic of congo,FALSE,,,,0.188405797,0.265156154,0.565217391,0.587761675,FALSE,FALSE
1378,1378,27,24,"klaipeda, lithuania",lithuanian1,lithuanian,female,251,lithuania,FALSE,,,,0.101449275,0.17826087,0.246376812,0.369240753,FALSE,FALSE
1379,1379,34,32,"vilnius, lithuania",lithuanian2,lithuanian,female,459,lithuania,FALSE,,,,0.130434783,0.204140787,0.347826087,0.446267432,FALSE,FALSE
1380,1380,22,8,"kaunas, lithuania",lithuanian3,lithuanian,female,596,lithuania,FALSE,,,,0.057971014,0.11258139,0.289855072,0.420048309,FALSE,FALSE
1381,1381,23,12,"klaipeda, lithuania",lithuanian4,lithuanian,female,816,lithuania,FALSE,,,,0.086956522,0.137579098,0.173913043,0.283034953,FALSE,FALSE
1382,1382,24,9,"klaipeda, lithuania",lithuanian5,lithuanian,female,1267,lithuania,FALSE,,,,0.144927536,0.22128488,0.130434783,0.1951114,TRUE,TRUE
1383,1383,21,10,"visaginas, lithuania",lithuanian6,lithuanian,female,1465,lithuania,FALSE,,,,0.086956522,0.128458498,0.202898551,0.281301972,FALSE,FALSE
1384,1384,42,12,"siaya, kenya",luo1,luo,male,252,kenya,FALSE,,,,0.130434783,0.215350071,0.579710145,0.627329193,FALSE,FALSE
1385,1385,33,5,"maseno, kenya",luo2,luo,female,484,kenya,FALSE,,,,0.043478261,0.071611253,0.101449275,0.155906895,FALSE,FALSE
1386,1386,54,12,"luxembourg, luxembourg",luxembourgeois1,luxembourgeois,female,1296,luxembourg,FALSE,,,,0.028985507,0.028775467,0.086956522,0.139676539,FALSE,FALSE
1387,1387,19,11,"ohrid, macedonia",macedonian1,macedonian,male,253,macedonia,FALSE,,,,0.072463768,0.127024723,0.130434783,0.209486166,FALSE,FALSE
1388,1388,20,10,"skopje, macedonia",macedonian10,macedonian,female,1590,macedonia,FALSE,,,,0.072463768,0.113995241,0.101449275,0.180733163,FALSE,FALSE
1389,1389,20,8,"skopje, macedonia",macedonian11,macedonian,female,1591,macedonia,FALSE,,,,0.188405797,0.311374616,0.231884058,0.309997544,FALSE,TRUE
1390,1390,20,10,"skopje, macedonia",macedonian12,macedonian,female,1592,macedonia,FALSE,,,,0.072463768,0.113995241,0.15942029,0.249944259,FALSE,FALSE
1391,1391,20,8,"skopje, macedonia",macedonian13,macedonian,female,1593,macedonia,FALSE,,,,0.028985507,0.057130855,0.057971014,0.099531117,FALSE,FALSE
1392,1392,20,9,"skopje, macedonia",macedonian14,macedonian,female,1594,macedonia,FALSE,,,,0.028985507,0.057130855,0.144927536,0.223857302,FALSE,FALSE
1393,1393,20,10,"skopje, macedonia",macedonian15,macedonian,female,1595,macedonia,FALSE,,,,0.014492754,0.028775467,0.144927536,0.243856333,FALSE,FALSE
1394,1394,20,5,"skopje, macedonia",macedonian16,macedonian,female,1596,macedonia,FALSE,,,,0.043478261,0.057130855,0.057971014,0.099531117,FALSE,FALSE
1395,1395,24,6,"skopje, macedonia",macedonian17,macedonian,male,1597,macedonia,FALSE,,,,0.014492754,0.014285714,0.144927536,0.218441504,FALSE,FALSE
1396,1396,20,5,"skopje, macedonia",macedonian18,macedonian,female,1601,macedonia,FALSE,,,,0.043478261,0.070600414,0.115942029,0.170345596,FALSE,FALSE
1397,1397,22,10,"skopje, macedonia",macedonian19,macedonian,male,1602,macedonia,FALSE,,,,0.057971014,0.11258139,0.115942029,0.1951114,FALSE,FALSE
1398,1398,24,15,"stip, macedonia",macedonian2,macedonian,male,888,macedonia,FALSE,,,,0.072463768,0.127024723,0.362318841,0.540033262,FALSE,FALSE
1399,1399,19,10,"skopje, macedonia",macedonian20,macedonian,female,1603,macedonia,FALSE,,,,0.086956522,0.154092072,0.231884058,0.321652607,FALSE,FALSE
1400,1400,19,12,"skopje, macedonia",macedonian21,macedonian,female,1604,macedonia,FALSE,,,,0.043478261,0.070600414,0.188405797,0.307544757,FALSE,FALSE
1401,1401,21,8,"skopje, macedonia",macedonian22,macedonian,female,1605,macedonia,FALSE,,,,0.057971014,0.11258139,0.15942029,0.272333982,FALSE,FALSE
1402,1402,20,11,"skopje, macedonia",macedonian23,macedonian,female,1606,macedonia,FALSE,,,,0.043478261,0.070600414,0.057971014,0.11258139,FALSE,FALSE
1403,1403,20,7,"skopje, macedonia",macedonian24,macedonian,female,1607,macedonia,FALSE,,,,0,0,0.072463768,0.127024723,FALSE,FALSE
1404,1404,20,9,"skopje, macedonia",macedonian25,macedonian,female,1608,macedonia,FALSE,,,,0.043478261,0.085066163,0.15942029,0.238224638,FALSE,FALSE
1405,1405,29,11,"ohrid, macedonia",macedonian26,macedonian,male,2014,macedonia,FALSE,,,,0.028985507,0.057130855,0.115942029,0.1951114,FALSE,FALSE
1406,1406,24,11,"stip, macedonia",macedonian3,macedonian,male,948,macedonia,FALSE,,,,0.971014493,0.998766574,0.260869565,0.401656315,TRUE,TRUE
1407,1407,21,11,"stip, macedonia",macedonian4,macedonian,male,949,macedonia,FALSE,,,,0.15942029,0.283034953,0.579710145,0.740672217,FALSE,FALSE
1408,1408,19,11,"skopje, macedonia",macedonian5,macedonian,female,1585,macedonia,FALSE,,,,0.072463768,0.127024723,0.202898551,0.325529543,FALSE,FALSE
1409,1409,19,9,"skopje, macedonia",macedonian6,macedonian,male,1586,macedonia,FALSE,,,,0.072463768,0.127024723,0.101449275,0.154092072,FALSE,FALSE
1410,1410,19,10,"skopje, macedonia",macedonian7,macedonian,female,1587,macedonia,FALSE,,,,0.15942029,0.223857302,0.333333333,0.480225989,FALSE,FALSE
1411,1411,20,8,"skopje, macedonia",macedonian8,macedonian,male,1588,macedonia,FALSE,,,,0.072463768,0.113995241,0.115942029,0.182916118,FALSE,FALSE
1412,1412,19,10,"skopje, macedonia",macedonian9,macedonian,female,1589,macedonia,FALSE,,,,0.072463768,0.110838947,0.101449275,0.163911002,FALSE,FALSE
1413,1413,44,20,"antananarivo, madagascar",malagasy1,malagasy,male,1354,madagascar,FALSE,,,,0.289855072,0.43458132,0.739130435,0.824330259,FALSE,FALSE
1414,1414,28,3,"kuala lumpur, malaysia",malay1,malay,female,254,malaysia,FALSE,,,,0.014492754,0.028775467,0.130434783,0.209486166,FALSE,FALSE
1415,1415,22,5,"kuching, sarawak, malaysia",malay2,malay,male,1194,malaysia,FALSE,,,,0.072463768,0.127024723,0.202898551,0.345662989,FALSE,FALSE
1416,1416,43,6,"seremban, negeri sembilan, malaysia",malay3,malay,female,1497,malaysia,FALSE,,,,0.971014493,0.997101449,0.188405797,0.289855072,TRUE,TRUE
1417,1417,21,8,"kuala lumpur, malaysia",malay4,malay,female,1503,malaysia,FALSE,,,,0.072463768,0.110838947,0.202898551,0.300780379,FALSE,FALSE
1418,1418,19,3,"kuala lumpur, malaysia",malay5,malay,male,1670,malaysia,FALSE,,,,0.217391304,0.313329251,0.31884058,0.514931928,FALSE,FALSE
