,age,age_onset,birthplace,filename,native_language,sex,speakerid,country,file_missing?,Unnamed: 9,Unnamed: 10,Unnamed: 11,wer,wil
1023,31.0,14.0,"abidjan, ivory coast",french4,french,female,182,ivory coast,False,,,,0.6086956521739131,0.7807971014492754
1024,44.0,13.5,"rouen, france",french40,french,female,1429,france,False,,,,0.4782608695652174,0.6876487129569544
1025,24.0,12.0,"la massana, andorra",french41,french,male,1474,andorra,False,,,,0.5072463768115942,0.7268673355629878
1026,22.0,20.0,"kinshasa, democratic republic of congo",french42,french,female,1509,democratic republic of congo,False,,,,0.7391304347826086,0.8609839816933639
1027,22.0,11.0,"paris, france",french43,french,male,1535,france,False,,,,0.391304347826087,0.6184295911745619
1028,20.0,12.0,"la chaux-de-fonds, switzerland",french44,french,female,1545,switzerland,False,,,,0.7246376811594203,0.895224518888097
1029,22.0,8.0,"montreal, quebec, canada",french45,french,male,1567,canada,False,,,,0.3188405797101449,0.48064027687648714
1030,22.0,10.0,"chatenay malabry, france",french46,french,male,1643,france,False,,,,0.6956521739130435,0.8903985507246377
1031,66.0,12.0,"landerneau, brittany, france",french47,french,female,1662,france,False,,,,0.6521739130434783,0.8511941212492345
1032,19.0,3.0,"douala, cameroon",french48,french,female,1701,cameroon,False,,,,0.37681159420289856,0.5748792270531402
1033,39.0,12.0,"paris, france",french49,french,male,1729,france,False,,,,0.2463768115942029,0.40999789960092425
1034,36.0,11.0,"douala, cameroon",french5,french,female,183,cameroon,False,,,,0.5072463768115942,0.7133214214810404
1035,67.0,14.0,"paris, france",french50,french,female,1751,france,False,,,,0.6956521739130435,0.8983406847300988
1036,18.0,5.0,"liege, wallonia, belgium",french51,french,male,1765,belgium,False,,,,0.5072463768115942,0.7350205494267792
1037,56.0,11.0,"lisbon, portugal",french52,french,female,1813,portugal,False,,,,0.2318840579710145,0.35528559249786873
1038,19.0,10.0,"creteil, france",french53,french,female,1830,france,False,,,,0.4782608695652174,0.6805293005671078
1039,25.0,8.0,"vichy, france",french54,french,female,1846,france,False,,,,0.30434782608695654,0.5160680529300568
1040,62.0,12.0,"settat, morocco",french55,french,female,1889,morocco,False,,,,0.5507246376811594,0.7644352426961123
1041,21.0,5.0,"douala, cameroon",french56,french,female,1898,cameroon,False,,,,0.5797101449275363,0.7027127461910071
1042,23.0,12.0,"dakar, senegal",french57,french,male,1931,senegal,False,,,,0.6666666666666666,0.8468809073724007
1043,25.0,18.0,"douala, cameroon",french58,french,female,1937,cameroon,False,,,,0.391304347826087,0.605924978687127
1044,20.0,5.0,"paris, france",french59,french,female,1938,france,False,,,,0.5507246376811594,0.7751427316644708
1045,26.0,13.0,"booue, gabon",french6,french,female,184,gabon,False,,,,0.4492753623188406,0.6758312020460359
1046,20.0,11.0,"paris, france",french60,french,female,1945,france,False,,,,0.6811594202898551,0.8790170132325141
1047,41.0,10.0,"rawalpindi, pakistan",french61,french,female,1998,pakistan,False,,,,0.391304347826087,0.568075117370892
1048,21.0,20.0,"paris, france",french62,french,female,2030,france,False,,,,0.5217391304347826,0.7536231884057971
1049,37.0,11.0,"ouagadougou, burkina faso",french63,french,male,2111,burkina faso,False,,,,0.4057971014492754,0.6347826086956522
1050,18.0,5.0,"rimouski, quebec, canada",french7,french,male,185,canada,False,,,,0.2898550724637681,0.4690753214941825
1051,66.0,16.0,"ghent, belgium",french8,french,male,186,belgium,False,,,,0.6376811594202898,0.8162890385793019
1052,21.0,11.0,"lamentin, martinique",french9,french,male,412,martinique,False,,,,0.5942028985507246,0.822463768115942
1053,62.0,13.0,"akkrum, friesland, netherlands",frisian1,frisian,male,187,netherlands,False,,,,0.17391304347826086,0.2865612648221344
1054,47.0,5.0,"accra, ghana",ga1,ga,male,579,ghana,False,,,,0.5362318840579711,0.7052459685650133
1055,38.0,4.0,"accra, ghana",ga2,ga,female,974,ghana,False,,,,0.43478260869565216,0.663936147868095
1056,60.0,5.0,"accra, ghana",ga3,ga,female,976,ghana,False,,,,0.5942028985507246,0.7663996948893974
1057,60.0,6.0,"accra, ghana",ga4,ga,male,1150,ghana,False,,,,0.34782608695652173,0.5291986359761296
1058,36.0,5.0,"accra, ghana",ga5,ga,male,1796,ghana,False,,,,0.2898550724637681,0.44565217391304346
1059,20.0,8.0,"accra, ghana",ga6,ga,female,2122,ghana,False,,,,0.4057971014492754,0.6347826086956522
1060,72.0,40.0,"pingxiang, jiangxi, china",gan1,gan,male,1632,china,False,,,,0.927536231884058,0.9248081841432225
1061,52.0,15.0,"masaka, uganda",ganda1,ganda,female,580,uganda,False,,,,0.782608695652174,0.8409331919406151
1062,34.0,5.0,"kampala, uganda",ganda2,ganda,male,1369,uganda,False,,,,0.463768115942029,0.6899909420289855
1063,69.0,5.0,"dangriga, belize",garifuna1,garifuna,female,1756,belize,False,,,,0.5507246376811594,0.7640334762196367
1064,51.0,23.0,"tela atlantida, honduras",garifuna2,garifuna,male,1757,honduras,False,,,,0.5217391304347826,0.7316770186335404
1065,51.0,9.0,"dilla, ethiopia",gedeo1,gedeo,male,1090,ethiopia,False,,,,0.4927536231884058,0.7124553665196387
1066,30.0,28.0,"tbilisi, republic of georgia",georgian1,georgian,female,188,republic of georgia,False,,,,0.42028985507246375,0.6399265156154317
1067,41.0,36.0,"akhmeta, republic of georgia",georgian2,georgian,female,463,republic of georgia,False,,,,0.8405797101449275,0.9029535864978903
1068,29.0,6.0,"tbilisi, republic of georgia",georgian3,georgian,male,713,republic of georgia,False,,,,0.6811594202898551,0.8648064027687649
1069,28.0,12.0,"tbilisi, republic of georgia",georgian4,georgian,male,721,republic of georgia,False,,,,0.5797101449275363,0.7951832907075874
1070,24.0,21.0,"tbilisi, republic of georgia",georgian5,georgian,male,1059,republic of georgia,False,,,,0.6521739130434783,0.8167429443173151
1071,48.0,12.0,"dusseldorf, germany",german1,german,female,189,germany,False,,,,0.37681159420289856,0.5939833113746158
1072,24.0,10.0,"darmstadt, germany",german10,german,male,635,germany,False,,,,0.5362318840579711,0.7716833890746935
1073,20.0,11.0,"frankfurt, germany",german11,german,female,640,germany,False,,,,0.7681159420289855,0.8727649162431771
1074,29.0,14.0,"feldkirch, austria",german12,german,female,651,austria,False,,,,0.391304347826087,0.6184295911745619
1075,54.0,13.0,"eschen, liechtenstein",german13,german,female,652,liechtenstein,False,,,,0.34782608695652173,0.5619047619047619
1076,30.0,10.0,"vienna, austria",german14,german,female,675,austria,False,,,,0.2608695652173913,0.45368620037807195
1077,35.0,11.0,"innsbruck, austria",german15,german,male,676,austria,False,,,,0.2028985507246377,0.341314849821466
1078,31.0,11.0,"bremen, germany",german16,german,female,881,germany,False,,,,0.36231884057971014,0.5619727449707981
1079,53.0,10.0,"frankfurt, germany",german17,german,female,882,germany,False,,,,0.2753623188405797,0.47490023104389834
1080,29.0,6.0,"bad aussee, austria",german18,german,male,893,austria,False,,,,0.2753623188405797,0.4373783257624919
1081,19.0,11.0,"offenbach, germany",german19,german,female,928,germany,False,,,,0.34782608695652173,0.5490196078431373
1082,29.0,12.0,"bemberg, germany",german2,german,female,190,germany,False,,,,0.42028985507246375,0.6240409207161125
1083,41.0,16.0,"chur, switzerland",german20,german,male,936,switzerland,False,,,,0.391304347826087,0.587382779198636
1084,20.0,10.0,"villach, austria",german21,german,female,1064,austria,False,,,,0.391304347826087,0.5991718426501036
1085,21.0,12.0,"elsterwerda, germany",german22,german,female,1092,germany,False,,,,0.5507246376811594,0.7745341614906832
1086,24.0,11.0,"herdecke, germany",german23,german,male,1255,germany,False,,,,0.5217391304347826,0.7499459225611075
1087,27.0,10.0,"niedersachsen, germany",german24,german,male,1383,germany,False,,,,0.5217391304347826,0.7536231884057971
1088,21.0,11.0,"geislingen, germany",german25,german,female,1443,germany,False,,,,0.5797101449275363,0.764438676184296
1089,77.0,24.0,"stuttgart, germany",german26,german,female,1452,germany,False,,,,0.5797101449275363,0.8010351966873706
1090,23.0,10.0,"bielefeld, germany",german27,german,male,1494,germany,False,,,,0.2753623188405797,0.4480506225760359
1091,19.0,10.0,"vienna, austria",german28,german,female,1525,austria,False,,,,0.4782608695652174,0.7038719446247026
1092,53.0,12.0,"coburg, germany",german29,german,female,1619,germany,False,,,,0.6521739130434783,0.8330355370260075
1093,19.0,12.0,"meissen, germany",german3,german,female,191,germany,False,,,,0.4782608695652174,0.7038719446247026
1094,32.0,8.0,"radstadt, austria",german30,german,female,1681,austria,False,,,,0.30434782608695654,0.5016223231667749
1095,21.0,10.0,"datteln, germany",german31,german,female,1685,germany,False,,,,0.5507246376811594,0.7716833890746935
1096,29.0,12.0,"niedersachsen, germany",german32,german,female,1707,germany,False,,,,0.15942028985507245,0.2723339822626001
1097,39.0,10.0,"stuttgart, germany",german33,german,male,1877,germany,False,,,,0.5507246376811594,0.7784988102963444
1098,28.0,11.0,"bochum, germany",german34,german,male,1879,germany,False,,,,0.5217391304347826,0.7499459225611075
1099,51.0,11.0,"ingolstadt, germany",german35,german,female,1972,germany,False,,,,0.2463768115942029,0.382527046335987
1100,18.0,14.0,"hamburg, germany",german36,german,female,1994,germany,False,,,,0.5217391304347826,0.7354562155541948
1101,19.0,11.0,"stuttgart, germany",german4,german,female,192,germany,False,,,,0.4782608695652174,0.7237851662404092
1102,47.0,12.0,"halle, germany",german5,german,male,193,germany,False,,,,0.2028985507246377,0.3368034292712798
1103,28.0,8.0,"vienna, austria",german6,german,male,194,austria,False,,,,0.17391304347826086,0.307544757033248
1104,20.0,11.0,"berlin, germany",german7,german,male,501,germany,False,,,,0.3333333333333333,0.5221717499459225
1105,25.0,10.0,"bernburg, germany",german8,german,male,545,germany,False,,,,0.43478260869565216,0.644927536231884
1106,22.0,8.0,"wuppertal, germany",german9,german,male,616,germany,False,,,,0.391304347826087,0.6184295911745619
1107,19.0,9.0,"athens, greece",greek1,greek,male,195,greece,False,,,,0.6666666666666666,0.7681159420289856
1108,58.0,14.0,"nicosia, cyprus",greek10,greek,male,1620,cyprus,False,,,,0.7391304347826086,0.9012043274137579
1109,21.0,3.0,"athens, greece",greek11,greek,female,1634,greece,False,,,,0.5942028985507246,0.81808349556565
1110,24.0,4.0,"bethlehem, pennsylvania, usa",greek12,greek,male,1712,usa,False,,,,0.2463768115942029,0.4013213981244672
1111,23.0,6.0,"vlore, albania",greek13,greek,female,1804,albania,False,,,,0.34782608695652173,0.5229813664596273
1112,22.0,3.0,"lancaster, pennsylvania, usa",greek14,greek,female,1816,usa,False,,,no,0.4057971014492754,0.592391304347826
1113,81.0,8.0,"jerusalem, israel",greek15,greek,female,1839,israel,False,,,,0.5072463768115942,0.7021151586368979
1114,26.0,9.0,"athens, greece",greek2,greek,female,196,greece,False,,,,0.6666666666666666,0.8097361575622445
1115,37.0,15.0,"karprenici, greece",greek3,greek,female,197,greece,False,,,,0.391304347826087,0.587382779198636
1116,37.0,7.0,"ioannina, greece",greek4,greek,male,570,greece,False,,,,0.2028985507246377,0.3368034292712798
1117,51.0,25.0,"nicosia, cyprus",greek5,greek,male,621,cyprus,False,,,,0.5217391304347826,0.7237851662404092
1118,62.0,12.0,"igoumenitsa, greece",greek6,greek,female,813,greece,False,,,,0.42028985507246375,0.6347826086956522
1119,18.0,4.0,"athens, greece",greek7,greek,male,1102,greece,False,,,,0.6231884057971014,0.8468809073724007
1120,37.0,3.0,"athens, greece",greek8,greek,male,1415,greece,False,,,,0.2753623188405797,0.4401656314699792
1121,23.0,6.0,"athens, greece",greek9,greek,female,1418,greece,False,,,,0.4927536231884058,0.693840579710145
1122,20.0,15.0,"ahmedabad, india",gujarati1,gujarati,male,198,india,False,,,,0.5362318840579711,0.7354562155541948
1123,22.0,8.0,"bombay, india",gujarati2,gujarati,male,199,india,False,,,,0.5217391304347826,0.7494824016563146
1124,28.0,2.0,"limerick, ireland",gujarati3,gujarati,female,200,ireland,False,,,,0.30434782608695654,0.5016223231667749
1125,53.0,16.0,"ahmedabad, india",gujarati4,gujarati,female,610,india,False,,,,0.5942028985507246,0.8304131516331387
1126,28.0,3.0,"bombay, india",gujarati5,gujarati,female,1016,india,False,,,,0.4492753623188406,0.6469229153539173
1127,29.0,5.0,"kutch, gujarat, india",gujarati6,gujarati,male,1143,india,False,,,,0.5362318840579711,0.7571938668346986
1128,40.0,4.0,"hyderabad, india",gujarati7,gujarati,female,1504,india,False,,,,0.42028985507246375,0.6417306052855926
1129,27.0,7.0,"ahmedabad, india",gujarati8,gujarati,female,1678,india,False,,,,0.43478260869565216,0.6417306052855926
1130,19.0,9.0,"surat, india",gujarati9,gujarati,male,2041,india,False,,,,0.6666666666666666,0.8376811594202899
1131,44.0,12.0,"nairobi, kenya",gusii1,gusii,male,201,kenya,False,,,,0.5797101449275363,0.7981516488132745
1132,41.0,6.0,"kisii, kenya",gusii2,gusii,male,1153,kenya,False,,,,0.43478260869565216,0.6539043910880381
1133,51.0,12.0,"hosanna, ethiopia",hadiyya1,hadiyya,male,1022,ethiopia,False,,,,0.5652173913043478,0.7282112368473297
1134,30.0,11.0,"hosanna, ethiopia",hadiyya2,hadiyya,male,1032,ethiopia,False,,,,0.6956521739130435,0.8997929606625259
1135,45.0,7.0,"singapore, singapore",hainanese1,hainanese,male,914,singapore,False,,,,0.6086956521739131,0.8278436539306104
1136,72.0,13.0,"pei kang, taiwan",hakka1,hakka,female,1655,taiwan,False,,,,0.6521739130434783,0.8423101881894873
1137,49.0,7.0,"kano, nigeria",hausa1,hausa,male,1034,nigeria,False,,,,0.463768115942029,0.6545240893066979
1138,46.0,10.0,"bauchi, nigeria",hausa2,hausa,male,1035,nigeria,False,,,,0.5942028985507246,0.8095561594202898
1139,47.0,6.0,"malumfashi, nigeria",hausa3,hausa,female,1036,nigeria,False,,,,0.6666666666666666,0.8468809073724007
1140,62.0,10.0,"kano, nigeria",hausa4,hausa,male,1039,nigeria,False,,,,0.7681159420289855,0.9384057971014492
1141,43.0,12.0,"maine, niger",hausa5,hausa,female,1047,niger,False,,,,0.30434782608695654,0.5016223231667749
1142,48.0,6.0,"kano, nigeria",hausa6,hausa,male,1048,nigeria,False,,,,0.43478260869565216,0.6048173096550318
1143,52.0,7.0,"sokoto, nigeria",hausa7,hausa,male,1050,nigeria,False,,,,0.5942028985507246,0.8038375178607879
1144,30.0,7.0,"katsina, nigeria",hausa8,hausa,male,1136,nigeria,False,,,,0.37681159420289856,0.5233273774071867
1145,43.0,5.0,"kaltungo, gombe, nigeria",hausa9,hausa,male,1408,nigeria,False,,,,0.4782608695652174,0.7154150197628459
1146,23.0,10.0,"yehud, israel",hebrew1,hebrew,male,202,israel,False,,,,0.5362318840579711,0.7427011132115102
1147,24.0,10.0,"jerusalem, israel",hebrew2,hebrew,male,203,israel,False,,,,0.2753623188405797,0.4614906832298137
1148,33.0,8.0,"haifa, israel",hebrew3,hebrew,male,204,israel,False,,,,0.2753623188405797,0.4614906832298137
1149,20.0,9.0,"haifa, israel",hebrew4,hebrew,female,205,israel,False,,,,0.42028985507246375,0.6347826086956522
1150,23.0,10.0,"netanya, israel",hebrew5,hebrew,male,206,israel,False,,,,0.5942028985507246,0.8167367928938756
1151,33.0,9.0,"rishon, israel",hebrew6,hebrew,female,411,israel,False,,,,0.3188405797101449,0.5160680529300568
1152,52.0,12.0,"jerusalem, israel",hebrew7,hebrew,male,941,israel,False,,,,0.2463768115942029,0.40999789960092425
1153,28.0,7.0,"jerusalem, israel",hebrew8,hebrew,male,1074,israel,False,,,,0.5072463768115942,0.7310057092665788
1154,23.0,4.0,"petah-tiqwa, israel",hebrew9,hebrew,male,1725,israel,False,,,,0.30434782608695654,0.48064027687648714
1155,27.0,2.0,"nagpur, maharashtra, india",hindi1,hindi,male,207,india,False,,,,0.4492753623188406,0.6308739569609134
1156,19.0,10.5,"new delhi, india",hindi10,hindi,female,1202,india,False,,,,0.2318840579710145,0.35986936109410084
1157,20.0,4.0,"chandigarh, india",hindi11,hindi,male,1437,india,False,,,,0.36231884057971014,0.5555555555555556
1158,25.0,4.0,"allahabad, india",hindi12,hindi,female,1440,india,False,,,,0.4782608695652174,0.693840579710145
1159,43.0,13.0,"jaipur, india",hindi13,hindi,female,1633,india,False,,,,0.6666666666666666,0.8532608695652174
1160,53.0,12.0,"new delhi, india",hindi14,hindi,male,1697,india,False,,,,0.37681159420289856,0.5807453416149069
1161,23.0,1.0,"new delhi, india",hindi15,hindi,female,1794,india,False,,,,0.3188405797101449,0.5149319279754062
1162,25.0,5.0,"new delhi, india",hindi16,hindi,male,1966,india,False,,,,0.5797101449275363,0.8095561594202898
1163,47.0,3.0,"new delhi, india",hindi17,hindi,female,1988,india,False,,,,0.30434782608695654,0.49569418189455994
1164,21.0,5.0,"new delhi, india",hindi18,hindi,female,2125,india,False,,,,0.5942028985507246,0.8162890385793019
1165,31.0,3.0,"hyderabad, india",hindi2,hindi,male,587,india,False,,,,0.4927536231884058,0.7165631469979296
1166,42.0,5.0,"jalandhar, india",hindi3,hindi,male,593,india,False,,,,0.2608695652173913,0.3911030595813205
1167,28.0,14.0,"bhilwara, rajisthan, india",hindi4,hindi,female,765,india,False,,,,0.34782608695652173,0.5362318840579711
1168,64.0,10.0,"hubballi, karnataka, india",hindi5,hindi,female,845,india,False,,,,0.5507246376811594,0.7889767237593325
1169,27.0,4.0,"new delhi, india",hindi6,hindi,female,866,india,False,,,,0.2898550724637681,0.49569418189455994
1170,60.0,5.0,"allahabad, utter pardesh, india",hindi7,hindi,female,867,india,False,,,,0.36231884057971014,0.5812243132165261
1171,19.0,8.0,"imphal, india",hindi8,hindi,male,910,india,False,,,,0.6231884057971014,0.828332312716881
1172,31.0,4.0,"durgapur, west bengal, india",hindi9,hindi,male,1017,india,False,,,,0.43478260869565216,0.6376811594202898
1173,62.0,6.0,"ghazi, pakistan",hindko1,hindko,male,582,pakistan,False,,,,0.5362318840579711,0.727788279773157
1174,35.0,7.0,"louangphabang, laos",hmong1,hmong,male,2044,laos,False,,,,0.2608695652173913,0.4130434782608695
1175,47.0,11.5,"long tieng, laos",hmong2,hmong,male,2045,laos,False,,,,0.5072463768115942,0.727788279773157
1176,22.5,20.0,"cegled, hungary",hungarian1,hungarian,female,209,hungary,False,,,,0.6376811594202898,0.8142995169082126
1177,22.0,8.0,"clug, romania",hungarian2,hungarian,female,210,romania,False,,,,0.391304347826087,0.605924978687127
1178,34.0,8.0,"brasov, romania",hungarian3,hungarian,male,211,romania,False,,,,0.2753623188405797,0.4401656314699792
1179,26.0,5.0,"szeged, hungary",hungarian4,hungarian,male,594,hungary,False,,,,0.3333333333333333,0.5360218441503886
1180,29.0,27.0,"budapest, hungary",hungarian5,hungarian,female,846,hungary,False,,,,0.4782608695652174,0.7082267689684569
1181,38.0,14.0,"budapest, hungary",hungarian6,hungarian,female,880,hungary,False,,,,0.21739130434782608,0.38752362948960295
1182,57.0,17.0,"budapest, hungary",hungarian7,hungarian,female,1139,hungary,False,,,,0.30434782608695654,0.5028985507246377
1183,86.0,86.0,"pinkoc, hungary",hungarian8,hungarian,female,1298,hungary,False,,,,1.4057971014492754,0.9806763285024155
1184,73.0,15.0,"budapest, hungary",hungarian9,hungarian,male,2018,hungary,False,,,,0.42028985507246375,0.63638330088687
1185,52.0,3.0,"uyo, akwa ibom, nigeria",ibibio1,ibibio,male,1184,nigeria,False,,,,0.5942028985507246,0.8153271848924023
1186,45.0,4.0,"abak, akwa ibom, nigeria",ibibio2,ibibio,female,1185,nigeria,False,,,,0.21739130434782608,0.3692407527579493
1187,36.0,6.0,"lagos, nigeria",ibibio3,ibibio,male,1691,nigeria,False,,,,0.5942028985507246,0.7807971014492754
1188,21.0,11.0,"reykjavik, iceland",icelandic1,icelandic,male,422,iceland,False,,,,0.4057971014492754,0.6417306052855926
1189,43.0,12.0,"akranes, iceland",icelandic2,icelandic,female,665,iceland,False,,,,0.4782608695652174,0.7038719446247026
1190,36.0,20.0,"reykjavik, iceland",icelandic3,icelandic,female,814,iceland,False,,,,0.43478260869565216,0.6225760359256991
1191,30.0,12.0,"lome, togo",ife1,ife,male,1821,togo,False,,,,0.4927536231884058,0.6922421142369992
1192,23.0,12.0,"imo state, imo state, nigeria",igbo1,igbo,female,212,nigeria,False,,,,0.8260869565217391,0.9216607912260086
1193,65.0,14.0,"kafanchan, nigeria",igbo2,igbo,male,760,nigeria,False,,,,0.5797101449275363,0.7784988102963444
1194,35.0,5.0,"lagos, nigeria",igbo3,igbo,male,1040,nigeria,False,,,,0.4782608695652174,0.6850931677018633
1195,53.0,7.0,"bago city, philippines",ilonggo1,ilonggo,female,1902,philippines,False,,,,0.5797101449275363,0.8053212199870214
1196,31.0,13.0,"jakarta, indonesia",indonesian1,indonesian,male,213,indonesia,False,,,,0.5362318840579711,0.7571938668346986
1197,18.0,13.0,"jakarta, indonesia",indonesian2,indonesian,male,214,indonesia,False,,,,0.4927536231884058,0.6967023734509556
1198,32.0,13.0,"jakarta, indonesia",indonesian3,indonesian,female,215,indonesia,False,,,,0.4492753623188406,0.6805293005671078
1199,30.0,10.0,"jakarta, indonesia",indonesian4,indonesian,female,216,indonesia,False,,,,0.4782608695652174,0.6895284751990203
1200,29.0,7.0,"jakarta, indonesia",indonesian5,indonesian,male,1054,indonesia,False,,,,0.43478260869565216,0.658994032395567
1201,20.0,8.0,"jakarta, indonesia",indonesian6,indonesian,male,1309,indonesia,False,,,,0.3333333333333333,0.5490196078431373
1202,45.0,12.0,"kediri, java, indonesia",indonesian7,indonesian,female,1496,indonesia,False,,,,0.5072463768115942,0.7499459225611075
1203,32.0,14.0,"jakarta, indonesia",indonesian8,indonesian,male,1775,indonesia,False,,,,0.5217391304347826,0.7536231884057971
1204,28.0,3.0,"dublin, ireland",irish1,irish,male,1762,ireland,False,,,,0.4057971014492754,0.5942028985507246
1205,29.0,22.0,"carbonia, italy",italian1,italian,female,217,italy,False,,,,0.4782608695652174,0.6356107660455488
1206,48.0,12.0,"palermo, italy",italian10,italian,male,627,italy,False,,,,0.4927536231884058,0.6707794751273013
1207,30.0,18.0,"cagliari, italy",italian11,italian,male,641,italy,False,,,,0.4492753623188406,0.6758312020460359
1208,38.0,14.0,"bellinzona, switzerland",italian12,italian,female,681,switzerland,False,,,,0.37681159420289856,0.568075117370892
1209,20.0,8.0,"enna, italy",italian13,italian,male,733,italy,False,,,,0.6956521739130435,0.8868630201028518
1210,20.0,8.0,"cosenza, italy",italian14,italian,male,761,italy,False,,,,0.5797101449275363,0.8023715415019763
1211,48.0,15.0,"forli, italy",italian15,italian,male,839,italy,False,,,,0.4057971014492754,0.6294896030245747
1212,40.0,14.0,"mantua, italy",italian16,italian,male,942,italy,False,,,,0.463768115942029,0.6687370600414079
1213,28.0,14.0,"turin, italy",italian17,italian,male,995,italy,False,,,,0.7391304347826086,0.8985507246376812
1214,20.0,8.0,"grugliasco, italy",italian18,italian,male,1043,italy,False,,,,0.6666666666666666,0.8580130224742701
1215,19.0,11.0,"rome, italy",italian19,italian,male,1114,italy,False,,,,0.5797101449275363,0.8081841432225064
1216,46.0,18.0,"caltanissetta, sicily, italy",italian2,italian,male,218,italy,False,,,,0.7101449275362319,0.8552709946396665
1217,32.0,15.0,"naples, italy",italian20,italian,male,1123,italy,False,,,,0.5507246376811594,0.7608695652173914
1218,42.0,20.0,"trento, italy",italian21,italian,male,1124,italy,False,,,,0.34782608695652173,0.5490196078431373
1219,23.0,6.0,"teramo, italy",italian22,italian,male,1175,italy,False,,,,0.463768115942029,0.6779388083735909
1220,34.0,14.0,"cuneo, italy",italian23,italian,female,1177,italy,False,,,,0.2898550724637681,0.45922561107505944
1221,23.0,6.0,"milan, italy",italian24,italian,female,1406,italy,False,,,,0.6231884057971014,0.8353287124553666
1222,40.0,3.5,"wiesbaden, germany",italian25,italian,male,1322,germany,False,,,,0.21739130434782608,0.34601449275362317
1223,49.0,11.0,"siracusa, sicily, italy",italian26,italian,male,1489,italy,False,,,,0.43478260869565216,0.658994032395567
1224,33.0,10.0,"milan, italy",italian27,italian,female,1543,italy,False,,,,0.6231884057971014,0.841982234689107
1225,25.0,6.0,"rome, italy",italian28,italian,male,1679,italy,False,,,,0.5217391304347826,0.7499459225611075
1226,21.0,8.0,"trieste, italy",italian29,italian,female,1686,italy,False,,,,0.6521739130434783,0.8537746052346961
1227,55.0,21.0,"florence, italy",italian3,italian,male,219,italy,False,,,,0.4782608695652174,0.7124553665196387
1228,23.0,11.0,"bologna, italy",italian30,italian,male,1741,italy,False,,,,0.5797101449275363,0.7879917184265011
1229,59.0,23.0,"naples, italy",italian31,italian,female,1976,italy,False,,,,0.7101449275362319,0.8985507246376812
1230,49.0,14.0,"sardinia, italy",italian32,italian,male,1984,italy,False,,,,0.463768115942029,0.6568687487242295
1231,78.0,50.0,"bitonto, italy",italian33,italian,female,2020,italy,False,,,,0.8695652173913043,0.945605119518163
1232,47.0,11.0,"cremona, italy",italian4,italian,female,220,italy,False,,,,0.6666666666666666,0.8627580149319279
1233,52.0,25.0,"vicenza, veneto, italy",italian5,italian,male,440,italy,False,,,,0.6231884057971014,0.8329070758738277
1234,32.0,15.0,"naples, italy",italian6,italian,female,473,italy,False,,,,0.5942028985507246,0.825879917184265
1235,24.0,8.0,"naples, italy",italian7,italian,male,553,italy,False,,,,0.5652173913043478,0.7751427316644708
1236,43.0,10.0,"bari, italy",italian8,italian,male,589,italy,False,,,,0.43478260869565216,0.6399265156154317
1237,18.0,8.0,"turin, italy",italian9,italian,male,619,italy,False,,,,0.5507246376811594,0.7745341614906832
1238,25.0,12.0,"tokyo, japan",japanese1,japanese,female,221,japan,False,,,,0.37681159420289856,0.555354267310789
1239,26.0,12.0,"hakodate, japan",japanese10,japanese,female,827,japan,False,,,,0.6376811594202898,0.8188405797101449
1240,29.0,13.0,"toyama, japan",japanese11,japanese,female,1046,japan,False,,,,0.6086956521739131,0.8136645962732919
1241,36.0,12.0,"tokyo, japan",japanese12,japanese,male,1365,japan,False,,,,0.6231884057971014,0.839391779520076
1242,28.0,11.0,"gunma, japan",japanese13,japanese,male,1381,japan,False,,,,0.43478260869565216,0.6399265156154317
1243,37.0,12.0,"akashi, japan",japanese14,japanese,female,1382,japan,False,,,,0.42028985507246375,0.6347826086956522
1244,45.0,12.0,"osaka, japan",japanese15,japanese,male,1521,japan,False,,,,0.43478260869565216,0.6417306052855926
1245,25.0,3.0,"clark field, philippines",japanese16,japanese,female,1537,philippines,False,,,,0.3188405797101449,0.5160680529300568
1246,44.0,13.0,"nara, japan",japanese17,japanese,female,1610,japan,False,,,,0.5797101449275363,0.7784988102963444
1247,52.0,13.0,"kyoto, japan",japanese18,japanese,female,1626,japan,False,,,,0.36231884057971014,0.5426501035196687
1248,57.0,13.0,"naha, japan",japanese19,japanese,female,1684,japan,False,,,,0.3188405797101449,0.5160680529300568
1249,27.0,12.0,"tokyo, japan",japanese2,japanese,female,222,japan,False,,,,0.4927536231884058,0.7237851662404092
1250,21.0,14.0,"yokosuka, japan",japanese20,japanese,male,1833,japan,False,,,,0.4492753623188406,0.6660079051383399
1251,53.0,13.0,"tokyo, japan",japanese21,japanese,female,1847,japan,False,,,,0.6086956521739131,0.8207587382779199
1252,69.0,12.0,"ashiya, japan",japanese22,japanese,female,1881,japan,False,,,,0.30434782608695654,0.5016223231667749
1253,24.0,5.0,"kawasaki, japan",japanese23,japanese,male,1942,japan,False,,,,0.4057971014492754,0.5991718426501036
1254,40.0,13.0,"tokyo, japan",japanese24,japanese,female,1948,japan,False,,,,0.3333333333333333,0.5360218441503886
1255,52.0,13.0,"kyoto, japan",japanese25,japanese,female,1987,japan,False,,,,0.30434782608695654,0.4896917738313942
1256,44.0,13.0,"yokosuka, japan",japanese26,japanese,female,1991,japan,False,,,,0.7536231884057971,0.8808161708619374
1257,21.0,13.0,"tokyo, japan",japanese27,japanese,female,2123,japan,False,,,,0.7391304347826086,0.874194847020934
